Otu.chr	Otu.pos	Otu.logp	Otu.MarkerName	Otu.P.value
1	272976477	6.71828503	1_272976477	1.91E-07
1	272899594	6.562407968	1_272899594	2.74E-07
1	273135929	6.42794201	1_273135929	3.73E-07
1	273450638	6.316502682	1_273450638	4.83E-07
1	273591764	6.287434472	1_273591764	5.16E-07
1	273375843	6.229221604	1_273375843	5.90E-07
1	273375849	6.229221604	1_273375849	5.90E-07
1	273008545	6.138465589	1_273008545	7.27E-07
1	273034514	6.133299244	1_273034514	7.36E-07
1	273020466	6.069356559	1_273020466	8.52E-07
1	272907008	6.067729224	1_272907008	8.56E-07
1	272978439	6.045805748	1_272978439	9.00E-07
1	272984035	6.015022874	1_272984035	9.66E-07
1	273369241	5.92885471	1_273369241	1.18E-06
1	273034478	5.925549281	1_273034478	1.19E-06
1	273034672	5.893469146	1_273034672	1.28E-06
1	273603406	5.843450849	1_273603406	1.43E-06
1	273034752	5.788879459	1_273034752	1.63E-06
1	273179088	5.742801574	1_273179088	1.81E-06
1	112212555	5.72010502	1_112212555	1.91E-06
1	272905170	5.71942163	1_272905170	1.91E-06
1	272911561	5.710188161	1_272911561	1.95E-06
1	273071590	5.656000931	1_273071590	2.21E-06
1	272902847	5.649364392	1_272902847	2.24E-06
1	273204996	5.625068446	1_273204996	2.37E-06
1	273136960	5.623970818	1_273136960	2.38E-06
1	273997656	5.62178385	1_273997656	2.39E-06
1	272947393	5.583858969	1_272947393	2.61E-06
1	272827595	5.551448261	1_272827595	2.81E-06
1	273071319	5.550521601	1_273071319	2.82E-06
1	136416362	5.543937776	1_136416362	2.86E-06
1	273414580	5.536256279	1_273414580	2.91E-06
1	272946796	5.531209738	1_272946796	2.94E-06
1	272946798	5.531209738	1_272946798	2.94E-06
1	272833245	5.530914701	1_272833245	2.95E-06
1	273487278	5.519993057	1_273487278	3.02E-06
1	273015357	5.517555208	1_273015357	3.04E-06
1	273442584	5.514704561	1_273442584	3.06E-06
1	271740249	5.505706231	1_271740249	3.12E-06
1	273399928	5.501965276	1_273399928	3.15E-06
1	273206237	5.466990978	1_273206237	3.41E-06
1	272977077	5.460923901	1_272977077	3.46E-06
1	274207848	5.451119437	1_274207848	3.54E-06
1	273269243	5.442492798	1_273269243	3.61E-06
1	273421568	5.441771578	1_273421568	3.62E-06
1	272937065	5.439973751	1_272937065	3.63E-06
1	271746084	5.438540829	1_271746084	3.64E-06
1	273372919	5.423428316	1_273372919	3.77E-06
1	273034349	5.406271001	1_273034349	3.92E-06
1	273045835	5.39653084	1_273045835	4.01E-06
1	273206876	5.39501837	1_273206876	4.03E-06
1	273312509	5.384786665	1_273312509	4.12E-06
1	273351307	5.3801765	1_273351307	4.17E-06
1	273130961	5.364315237	1_273130961	4.32E-06
1	273453536	5.355364496	1_273453536	4.41E-06
1	272877454	5.348721986	1_272877454	4.48E-06
1	273206898	5.334888263	1_273206898	4.63E-06
1	272988819	5.307593765	1_272988819	4.93E-06
1	145451048	5.304080747	1_145451048	4.97E-06
1	273054999	5.300248968	1_273054999	5.01E-06
1	273653437	5.298863934	1_273653437	5.03E-06
1	273072203	5.285083752	1_273072203	5.19E-06
1	273131502	5.274823699	1_273131502	5.31E-06
1	272900284	5.273598838	1_272900284	5.33E-06
1	273045771	5.269217724	1_273045771	5.38E-06
1	272921399	5.266160999	1_272921399	5.42E-06
1	273279715	5.264241463	1_273279715	5.44E-06
1	272911371	5.261140198	1_272911371	5.48E-06
1	273221344	5.25352149	1_273221344	5.58E-06
1	272874508	5.250031916	1_272874508	5.62E-06
1	273055071	5.247183569	1_273055071	5.66E-06
1	272917509	5.240785569	1_272917509	5.74E-06
1	274297122	5.239125362	1_274297122	5.77E-06
1	273990843	5.225921199	1_273990843	5.94E-06
1	273990861	5.225921199	1_273990861	5.94E-06
1	273068151	5.214385475	1_273068151	6.10E-06
1	272907825	5.21346152	1_272907825	6.12E-06
1	273002392	5.208169052	1_273002392	6.19E-06
1	273990185	5.207398219	1_273990185	6.20E-06
1	273442530	5.198253381	1_273442530	6.34E-06
1	273434708	5.174573882	1_273434708	6.69E-06
1	273205381	5.17327748	1_273205381	6.71E-06
1	112212575	5.173083353	1_112212575	6.71E-06
1	273987461	5.172824652	1_273987461	6.72E-06
1	273014992	5.170824926	1_273014992	6.75E-06
1	147066630	5.168514161	1_147066630	6.78E-06
1	273179867	5.168130226	1_273179867	6.79E-06
1	272985351	5.162537829	1_272985351	6.88E-06
1	273183547	5.155460698	1_273183547	6.99E-06
1	144267953	5.14411757	1_144267953	7.18E-06
1	273998908	5.141763665	1_273998908	7.22E-06
1	273207009	5.13990167	1_273207009	7.25E-06
1	273207032	5.139661993	1_273207032	7.25E-06
1	273411643	5.136796141	1_273411643	7.30E-06
1	273231735	5.136023216	1_273231735	7.31E-06
1	272945423	5.133712661	1_272945423	7.35E-06
1	272909069	5.128368695	1_272909069	7.44E-06
1	135610962	5.114921616	1_135610962	7.68E-06
1	273111009	5.105960999	1_273111009	7.84E-06
1	273321043	5.105517785	1_273321043	7.84E-06
1	272947368	5.102647866	1_272947368	7.90E-06
1	273225046	5.097507579	1_273225046	7.99E-06
1	272908300	5.094743951	1_272908300	8.04E-06
1	272945757	5.09323411	1_272945757	8.07E-06
1	274207885	5.086345065	1_274207885	8.20E-06
1	71379376	5.085656843	1_71379376	8.21E-06
1	273366068	5.080451241	1_273366068	8.31E-06
1	273366099	5.080451241	1_273366099	8.31E-06
1	273370630	5.079250739	1_273370630	8.33E-06
1	273370679	5.079250739	1_273370679	8.33E-06
1	273442559	5.075772419	1_273442559	8.40E-06
1	273998952	5.074842673	1_273998952	8.42E-06
1	272927518	5.072373038	1_272927518	8.47E-06
1	273070867	5.065148197	1_273070867	8.61E-06
1	272629568	5.056653902	1_272629568	8.78E-06
1	273410961	5.055517328	1_273410961	8.80E-06
1	273657481	5.043735497	1_273657481	9.04E-06
1	273406536	5.037441264	1_273406536	9.17E-06
1	273106957	5.036589984	1_273106957	9.19E-06
1	272945346	5.029606628	1_272945346	9.34E-06
1	273453645	5.029513651	1_273453645	9.34E-06
1	272917233	5.029002634	1_272917233	9.35E-06
1	273160278	5.025718641	1_273160278	9.43E-06
1	273260722	5.023879382	1_273260722	9.47E-06
1	273320860	5.023374948	1_273320860	9.48E-06
1	273269238	5.019178833	1_273269238	9.57E-06
1	147081129	5.015607721	1_147081129	9.65E-06
1	272495243	5.013721044	1_272495243	9.69E-06
1	274208785	5.011976438	1_274208785	9.73E-06
1	272917623	5.0117979	1_272917623	9.73E-06
1	272917635	5.0117979	1_272917635	9.73E-06
1	144267263	5.009306039	1_144267263	9.79E-06
1	272904696	5.008951224	1_272904696	9.80E-06
1	273055369	5.008862565	1_273055369	9.80E-06
1	272921678	5.002875844	1_272921678	9.93E-06
1	273230602	4.999132278	1_273230602	1.00E-05
1	147088056	4.989276135	1_147088056	1.03E-05
1	272976444	4.989276135	1_272976444	1.03E-05
1	272936974	4.98254927	1_272936974	1.04E-05
1	273605135	4.981715692	1_273605135	1.04E-05
1	136414776	4.98088371	1_136414776	1.05E-05
1	147078608	4.980468315	1_147078608	1.05E-05
1	272903902	4.980468315	1_272903902	1.05E-05
1	272917824	4.97798426	1_272917824	1.05E-05
1	273918298	4.975925013	1_273918298	1.06E-05
1	272907662	4.969805215	1_272907662	1.07E-05
1	272453154	4.967784297	1_272453154	1.08E-05
1	272900228	4.967381239	1_272900228	1.08E-05
1	273602701	4.961379838	1_273602701	1.09E-05
1	262495691	4.959002308	1_262495691	1.10E-05
1	273321477	4.959002308	1_273321477	1.10E-05
1	272925487	4.958212681	1_272925487	1.10E-05
1	272945386	4.95546024	1_272945386	1.11E-05
1	147080411	4.955068454	1_147080411	1.11E-05
1	147058912	4.949233689	1_147058912	1.12E-05
1	147059451	4.949233689	1_147059451	1.12E-05
1	147059980	4.949233689	1_147059980	1.12E-05
1	147060258	4.949233689	1_147060258	1.12E-05
1	273988383	4.943857738	1_273988383	1.14E-05
1	144268579	4.94195377	1_144268579	1.14E-05
1	147086898	4.941194513	1_147086898	1.15E-05
1	272877271	4.940815382	1_272877271	1.15E-05
1	273107050	4.939679971	1_273107050	1.15E-05
1	273993486	4.937794191	1_273993486	1.15E-05
1	273993495	4.937794191	1_273993495	1.15E-05
1	147101989	4.932185489	1_147101989	1.17E-05
1	273071947	4.923359556	1_273071947	1.19E-05
1	144267841	4.92226882	1_144267841	1.20E-05
1	147044339	4.916139199	1_147044339	1.21E-05
1	273391003	4.910801633	1_273391003	1.23E-05
1	272495893	4.910094889	1_272495893	1.23E-05
1	272496185	4.910094889	1_272496185	1.23E-05
1	273408089	4.9076303	1_273408089	1.24E-05
1	272493050	4.906578315	1_272493050	1.24E-05
1	272908255	4.905878404	1_272908255	1.24E-05
1	273230908	4.901010361	1_273230908	1.26E-05
1	147080513	4.885055584	1_147080513	1.30E-05
1	272985088	4.885055584	1_272985088	1.30E-05
1	273365812	4.881074247	1_273365812	1.32E-05
1	274179102	4.880414225	1_274179102	1.32E-05
1	272945340	4.878768545	1_272945340	1.32E-05
1	144102290	4.875169851	1_144102290	1.33E-05
1	273368898	4.874193542	1_273368898	1.34E-05
1	273368906	4.874193542	1_273368906	1.34E-05
1	272892173	4.872571222	1_272892173	1.34E-05
1	147044327	4.86774031	1_147044327	1.36E-05
1	144267207	4.86518563	1_144267207	1.36E-05
1	144142604	4.860750782	1_144142604	1.38E-05
1	273109616	4.85917782	1_273109616	1.38E-05
1	273107128	4.858550227	1_273107128	1.39E-05
1	147074238	4.856360765	1_147074238	1.39E-05
1	273260633	4.854803594	1_273260633	1.40E-05
1	273450585	4.852942329	1_273450585	1.40E-05
1	272839431	4.852323676	1_272839431	1.41E-05
1	273118333	4.849550591	1_273118333	1.41E-05
1	273071336	4.84924356	1_273071336	1.42E-05
1	273396725	4.847711656	1_273396725	1.42E-05
1	144267493	4.844967771	1_144267493	1.43E-05
1	147058613	4.844056982	1_147058613	1.43E-05
1	147065721	4.844056982	1_147065721	1.43E-05
1	147067962	4.844056982	1_147067962	1.43E-05
1	147071064	4.844056982	1_147071064	1.43E-05
1	147073209	4.844056982	1_147073209	1.43E-05
1	147073555	4.844056982	1_147073555	1.43E-05
1	147073892	4.844056982	1_147073892	1.43E-05
1	147078743	4.844056982	1_147078743	1.43E-05
1	147080041	4.844056982	1_147080041	1.43E-05
1	147081561	4.844056982	1_147081561	1.43E-05
1	147081685	4.844056982	1_147081685	1.43E-05
1	147115310	4.844056982	1_147115310	1.43E-05
1	273174399	4.844056982	1_273174399	1.43E-05
1	272587482	4.840132153	1_272587482	1.45E-05
1	272907572	4.835944708	1_272907572	1.46E-05
1	272908187	4.828273546	1_272908187	1.49E-05
1	121213001	4.825068406	1_121213001	1.50E-05
1	273279768	4.819014419	1_273279768	1.52E-05
1	144269614	4.816445466	1_144269614	1.53E-05
1	144267354	4.81389162	1_144267354	1.54E-05
1	272626173	4.810229044	1_272626173	1.55E-05
1	272837758	4.809388202	1_272837758	1.55E-05
1	272837770	4.809388202	1_272837770	1.55E-05
1	273488312	4.809388202	1_273488312	1.55E-05
1	272965099	4.80631897	1_272965099	1.56E-05
1	272945224	4.806041022	1_272945224	1.56E-05
1	273369205	4.802719442	1_273369205	1.58E-05
1	271221261	4.802443787	1_271221261	1.58E-05
1	273279870	4.799696817	1_273279870	1.59E-05
1	117030527	4.799423073	1_117030527	1.59E-05
1	273271169	4.792365633	1_273271169	1.61E-05
1	272937880	4.790484985	1_272937880	1.62E-05
1	272591214	4.78968148	1_272591214	1.62E-05
1	273372209	4.785421046	1_273372209	1.64E-05
1	274305918	4.784362437	1_274305918	1.64E-05
1	274179139	4.781989957	1_274179139	1.65E-05
1	273999288	4.780677492	1_273999288	1.66E-05
1	272239975	4.780415474	1_272239975	1.66E-05
1	272917637	4.776504059	1_272917637	1.67E-05
1	273179987	4.776244546	1_273179987	1.67E-05
1	147080849	4.772884917	1_147080849	1.69E-05
1	273230921	4.770318158	1_273230921	1.70E-05
1	147111954	4.762959209	1_147111954	1.73E-05
1	272913407	4.760700521	1_272913407	1.74E-05
1	273178433	4.760450279	1_273178433	1.74E-05
1	272903842	4.758702613	1_272903842	1.74E-05
1	144267334	4.758453519	1_144267334	1.74E-05
1	274197198	4.755970411	1_274197198	1.75E-05
1	273491105	4.755722879	1_273491105	1.76E-05
1	272917722	4.754981129	1_272917722	1.76E-05
1	273410868	4.750557039	1_273410868	1.78E-05
1	273410877	4.750557039	1_273410877	1.78E-05
1	273410886	4.750557039	1_273410886	1.78E-05
1	273410888	4.750557039	1_273410888	1.78E-05
1	273414488	4.745210313	1_273414488	1.80E-05
1	272923396	4.74208155	1_272923396	1.81E-05
1	274268837	4.735654493	1_274268837	1.84E-05
1	273135696	4.733533105	1_273135696	1.85E-05
1	270482147	4.733063089	1_270482147	1.85E-05
1	272909438	4.733063089	1_272909438	1.85E-05
1	273491070	4.73095429	1_273491070	1.86E-05
1	273670920	4.730253627	1_273670920	1.86E-05
1	274200893	4.722620025	1_274200893	1.89E-05
1	274200841	4.717604495	1_274200841	1.92E-05
1	147064109	4.716698771	1_147064109	1.92E-05
1	147044179	4.715118285	1_147044179	1.93E-05
1	273490238	4.709965389	1_273490238	1.95E-05
1	273490977	4.709965389	1_273490977	1.95E-05
1	273491084	4.709965389	1_273491084	1.95E-05
1	155567556	4.70863115	1_155567556	1.96E-05
1	147045690	4.701802133	1_147045690	1.99E-05
1	274200822	4.701802133	1_274200822	1.99E-05
1	272924996	4.701365217	1_272924996	1.99E-05
1	273174028	4.698319051	1_273174028	2.00E-05
1	147076711	4.694648631	1_147076711	2.02E-05
1	272834055	4.693360559	1_272834055	2.03E-05
1	273377446	4.693146251	1_273377446	2.03E-05
1	272974807	4.686343653	1_272974807	2.06E-05
1	273070943	4.67943832	1_273070943	2.09E-05
1	272983697	4.678608722	1_272983697	2.10E-05
1	273087453	4.67840157	1_273087453	2.10E-05
1	273087658	4.67840157	1_273087658	2.10E-05
1	273087673	4.67840157	1_273087673	2.10E-05
1	147074293	4.678194516	1_147074293	2.10E-05
1	272559964	4.6767479	1_272559964	2.11E-05
1	272974653	4.67592342	1_272974653	2.11E-05
1	272837508	4.674895017	1_272837508	2.11E-05
1	273366667	4.67325462	1_273366667	2.12E-05
1	147040130	4.668775219	1_147040130	2.14E-05
1	273488485	4.668775219	1_273488485	2.14E-05
1	274178781	4.660747366	1_274178781	2.18E-05
1	273015712	4.658169943	1_273015712	2.20E-05
1	273488430	4.658169943	1_273488430	2.20E-05
1	273279826	4.655411257	1_273279826	2.21E-05
1	273368832	4.653255945	1_273368832	2.22E-05
1	274179206	4.650334016	1_274179206	2.24E-05
1	273172475	4.643782866	1_273172475	2.27E-05
1	147048462	4.64244628	1_147048462	2.28E-05
1	273174369	4.641494089	1_273174369	2.28E-05
1	273174577	4.641494089	1_273174577	2.28E-05
1	272873761	4.638272164	1_272873761	2.30E-05
1	273488361	4.637140697	1_273488361	2.31E-05
1	272569189	4.63638802	1_272569189	2.31E-05
1	273261350	4.635073966	1_273261350	2.32E-05
1	273179911	4.634886568	1_273179911	2.32E-05
1	273368744	4.630413109	1_273368744	2.34E-05
1	121254901	4.628747371	1_121254901	2.35E-05
1	272835269	4.627087997	1_272835269	2.36E-05
1	274312659	4.625068446	1_274312659	2.37E-05
1	273377461	4.623605558	1_273377461	2.38E-05
1	273720770	4.622147581	1_273720770	2.39E-05
1	273989805	4.620150821	1_273989805	2.40E-05
1	273368944	4.619788758	1_273368944	2.40E-05
1	273368953	4.619788758	1_273368953	2.40E-05
1	273368962	4.619788758	1_273368962	2.40E-05
1	147043551	4.615825861	1_147043551	2.42E-05
1	147043676	4.615825861	1_147043676	2.42E-05
1	147043797	4.615825861	1_147043797	2.42E-05
1	147044524	4.615825861	1_147044524	2.42E-05
1	147044639	4.615825861	1_147044639	2.42E-05
1	147046804	4.615825861	1_147046804	2.42E-05
1	3538169	4.611721137	1_3538169	2.45E-05
1	273488467	4.611011215	1_273488467	2.45E-05
1	140136791	4.609418121	1_140136791	2.46E-05
1	272494187	4.608711951	1_272494187	2.46E-05
1	273320549	4.607303047	1_273320549	2.47E-05
1	273320591	4.607303047	1_273320591	2.47E-05
1	273087650	4.605898698	1_273087650	2.48E-05
1	272974323	4.60502328	1_272974323	2.48E-05
1	273271339	4.603975103	1_273271339	2.49E-05
1	273491192	4.602233744	1_273491192	2.50E-05
1	147043996	4.602059991	1_147043996	2.50E-05
1	273186567	4.60119227	1_273186567	2.51E-05
1	273240581	4.599289363	1_273240581	2.52E-05
1	273033970	4.598944274	1_273033970	2.52E-05
1	272907573	4.598427154	1_272907573	2.52E-05
1	140137742	4.596536299	1_140137742	2.53E-05
1	272912807	4.596022036	1_272912807	2.54E-05
1	273399824	4.595166283	1_273399824	2.54E-05
1	147050703	4.588043762	1_147050703	2.58E-05
1	272903888	4.586532587	1_272903888	2.59E-05
1	273490451	4.586030028	1_273490451	2.59E-05
1	274200898	4.582030358	1_274200898	2.62E-05
1	273488215	4.578725209	1_273488215	2.64E-05
1	263693233	4.575281663	1_263693233	2.66E-05
1	144266912	4.573488739	1_144266912	2.67E-05
1	274283425	4.572351629	1_274283425	2.68E-05
1	274024759	4.569280112	1_274024759	2.70E-05
1	273110955	4.564633493	1_273110955	2.73E-05
1	273488287	4.564633493	1_273488287	2.73E-05
1	147080749	4.564314862	1_147080749	2.73E-05
1	273487936	4.563837353	1_273487936	2.73E-05
1	272902774	4.563042669	1_272902774	2.74E-05
1	273225293	4.561774192	1_273225293	2.74E-05
1	270482592	4.561141341	1_270482592	2.75E-05
1	147043305	4.560036064	1_147043305	2.75E-05
1	272922135	4.558776326	1_272922135	2.76E-05
1	273033845	4.557520231	1_273033845	2.77E-05
1	273033874	4.557520231	1_273033874	2.77E-05
1	273034074	4.557520231	1_273034074	2.77E-05
1	273491146	4.557206774	1_273491146	2.77E-05
1	273491235	4.557206774	1_273491235	2.77E-05
1	272836338	4.556111453	1_272836338	2.78E-05
1	272908799	4.553929064	1_272908799	2.79E-05
1	272908821	4.553929064	1_272908821	2.79E-05
1	273173892	4.55036735	1_273173892	2.82E-05
1	273374807	4.547293773	1_273374807	2.84E-05
1	262658098	4.545307551	1_262658098	2.85E-05
1	274302912	4.545307551	1_274302912	2.85E-05
1	147047408	4.544546031	1_147047408	2.85E-05
1	147082499	4.544241797	1_147082499	2.86E-05
1	272764517	4.541966808	1_272764517	2.87E-05
1	273339328	4.540607512	1_273339328	2.88E-05
1	273016097	4.538351432	1_273016097	2.90E-05
1	273320667	4.538351432	1_273320667	2.90E-05
1	147049266	4.534468443	1_147049266	2.92E-05
1	273993443	4.532391894	1_273993443	2.94E-05
1	274005246	4.532391894	1_274005246	2.94E-05
1	273339169	4.531948209	1_273339169	2.94E-05
1	273339210	4.531948209	1_273339210	2.94E-05
1	273339393	4.531948209	1_273339393	2.94E-05
1	273339561	4.531948209	1_273339561	2.94E-05
1	272839555	4.531209738	1_272839555	2.94E-05
1	273468314	4.52929557	1_273468314	2.96E-05
1	147099050	4.528855035	1_147099050	2.96E-05
1	273420672	4.527097348	1_273420672	2.97E-05
1	272588509	4.52651303	1_272588509	2.98E-05
1	147049182	4.523168371	1_147049182	3.00E-05
1	271223448	4.522589312	1_271223448	3.00E-05
1	273180468	4.521866572	1_273180468	3.01E-05
1	273339041	4.52042469	1_273339041	3.02E-05
1	273339052	4.52042469	1_273339052	3.02E-05
1	272922842	4.517984424	1_272922842	3.03E-05
1	274188834	4.517841305	1_274188834	3.04E-05
1	273483023	4.5172693	1_273483023	3.04E-05
1	273129318	4.51684079	1_273129318	3.04E-05
1	121192204	4.514562519	1_121192204	3.06E-05
1	272905245	4.507798549	1_272905245	3.11E-05
1	273388793	4.506820879	1_273388793	3.11E-05
1	147050595	4.505706231	1_147050595	3.12E-05
1	273069344	4.501827339	1_273069344	3.15E-05
1	272653855	4.499077761	1_272653855	3.17E-05
1	273338819	4.498529928	1_273338819	3.17E-05
1	273171365	4.49825627	1_273171365	3.18E-05
1	273699992	4.497982785	1_273699992	3.18E-05
1	272907612	4.497299825	1_272907612	3.18E-05
1	147046583	4.492954128	1_147046583	3.21E-05
1	273373769	4.489186989	1_273373769	3.24E-05
1	274204955	4.489053051	1_274204955	3.24E-05
1	147089284	4.487849463	1_147089284	3.25E-05
1	147068587	4.48704892	1_147068587	3.26E-05
1	273068103	4.485319456	1_273068103	3.27E-05
1	274178879	4.478469659	1_274178879	3.32E-05
1	121124944	4.477425367	1_121124944	3.33E-05
1	144091620	4.476123524	1_144091620	3.34E-05
1	273488127	4.474178048	1_273488127	3.36E-05
1	273488200	4.474178048	1_273488200	3.36E-05
1	274178891	4.474048659	1_274178891	3.36E-05
1	274311621	4.471211808	1_274311621	3.38E-05
1	272900968	4.470954829	1_272900968	3.38E-05
1	272966380	4.470184803	1_272966380	3.39E-05
1	121238502	4.468776625	1_121238502	3.40E-05
1	273320647	4.468138051	1_273320647	3.40E-05
1	273488092	4.46470588	1_273488092	3.43E-05
1	56257873	4.462684727	1_56257873	3.45E-05
1	121072809	4.462180905	1_121072809	3.45E-05
1	271220662	4.460672936	1_271220662	3.46E-05
1	274209066	4.455064234	1_274209066	3.51E-05
1	273069087	4.454074671	1_273069087	3.52E-05
1	273181123	4.45259454	1_273181123	3.53E-05
1	274144313	4.451979305	1_274144313	3.53E-05
1	147089912	4.451856363	1_147089912	3.53E-05
1	147082651	4.449649328	1_147082651	3.55E-05
1	273369334	4.447940466	1_273369334	3.57E-05
1	272912746	4.447575154	1_272912746	3.57E-05
1	273180606	4.443215218	1_273180606	3.60E-05
1	273181486	4.443215218	1_273181486	3.60E-05
1	273186316	4.443215218	1_273186316	3.60E-05
1	121213687	4.441891698	1_121213687	3.62E-05
1	273720245	4.43985416	1_273720245	3.63E-05
1	121069460	4.439137305	1_121069460	3.64E-05
1	273069828	4.435926021	1_273069828	3.67E-05
1	272831192	4.435097327	1_272831192	3.67E-05
1	272831916	4.435097327	1_272831916	3.67E-05
1	273491300	4.433326862	1_273491300	3.69E-05
1	143414990	4.433091345	1_143414990	3.69E-05
1	273599125	4.431680915	1_273599125	3.70E-05
1	121080621	4.430392032	1_121080621	3.71E-05
1	273128775	4.430392032	1_273128775	3.71E-05
1	272834073	4.428640607	1_272834073	3.73E-05
1	273979916	4.426548178	1_273979916	3.75E-05
1	259011267	4.424696667	1_259011267	3.76E-05
1	3537913	4.423083044	1_3537913	3.78E-05
1	273412526	4.421131671	1_273412526	3.79E-05
1	273371746	4.420902673	1_273371746	3.79E-05
1	273487033	4.41930306	1_273487033	3.81E-05
1	272912841	4.418733195	1_272912841	3.81E-05
1	121129339	4.417595702	1_121129339	3.82E-05
1	272912142	4.417028071	1_272912142	3.83E-05
1	274200966	4.413187731	1_274200966	3.86E-05
1	144267020	4.412962882	1_144267020	3.86E-05
1	144267029	4.412962882	1_144267029	3.86E-05
